Hmong,English
"Qhov qhia tau hais tias muaj tus kab mob no ces yog hnoos tsis paub tu li, poob phaus, tsis qab los, tawm fws yav hmo ntuj, ua npaws, thiab mob hauv siab","TB symptoms include a cough that doesn�t go away, losing weight, poor appetite, sweating at night, fever, and pain in your chest"
qhov siab,height
Qhov siv cov tshuaj txuag tua ntshauv tsis txhob siv,The use of insecticide sprays is not recommended
Qhov tseem ceeb tiag yuav tsum paub hais tias tus tib neeg muaj tus kab mob TB ntawv yuav tsis lam kis sai rau laj mej pej xeem,It is important to know that a person with TB does not pose an immediate risk to the public
qhov tsos,armpit
"Qhov tu siab mas, yog vim hais tias tej zaum yam kab mob no tsis tau ploj mus li","Unfortunately, smallpox may not be completely behind us"
qhov txhab,wound
"Qhov txhawj tsam cov neeg phem ho muab cov tshuaj �ricin� no siv los txov lwm tus txoj sia mas vim yog: Pheej yig thiab tsim tau yooj yim Tsis muaj tshuaj tiv thaiv tau Muaj taug heev, muaj peev xwm ua tau neeg coob tuag taus","Ricin is considered a possible terror weapon because: it is cheap and easy to make there is no vaccine or treatment for it it is very poisonous, and could cause a large number of deaths"
Qhov txhawj xeeb tshaj txog txoj kev kis mob TB zaum no ces yog vim nws yog tus kab mob ntsws MDR TB,"What is very concerning about this outbreak is that it is not regular TB, but MDR TB"
qhov txias kawg ntawm lub cev,basal body temperature
qhov uas ib tug neeg pom lawv tus kheej zoo li cas,identity
Qhov uas los ntshav ntawd xwb yee ua tsis tau kom yus tuag,The bleeding itself rarely causes death
Qhov uas peb pom tus kab mob no tiv taus ntau yam tshuaj no yog vim tus kab mob MDR TB kis rau coob tus Hmoob nyob rau hauv lub nroog St. Paul,The severe increase in these rates is due to an MDR TB outbreak within the Hmong community of the east metro
Qhov uas yuav mob tau li no mam tsawg kawg kiag tiamsis yuav tsis zoo rau ib txhia neeg uas ua yam haujlwm no�piv txws li cov neeg ua haujlwm hauv chav kuaj (lab) lossis chaw tu tsiaj,"That happens less often, but it can be a hazard for people in some kinds of jobs � people who work in labs or slaughterhouses, for example"
"Qhov yuav pab tiv thaiv koj thiab tsev neeg, ces lub Koom Haum Tswj Xyuas thiab Tiv Thaiv Kab Mob (CDC) pom zoo kom sawv daws txhaj tshuaj tiv thaiv COVID-19 kom puv raws sijhawm","To help protect yourself and your family, the Centers for Disease Control and Prevention recommends staying up to date on your COVID-19 vaccines"
qhua maj,smallpox
qhua pias,smallpox
Qhuav,Dry
qij txha lossis yav txha sib txuas,joint
Qis (qis npab qis ceg),Sprain or strain
Qog,Cells
Qog,Fibroids
qog,gland
Qog,Lump
Qog,Nodes
Qog,Nodule
Qog,Thyroids
Qog,Tissues
qog caj pas,thyroid
qog caj pas tsim cov roj ntsha ua kom lub qog caj pas ua hauj lwm,thyroid gland
Qog dej,Cyst
qog hlav hauv poj niam lub tsev menyuam,fibroid
Qog ntshav,Lymph nodes
Qog qa,Tonsils
qoob,Rash
Qoob hlwv dej,Chickenpox
Qoob qhua pias,Measles
Qoob qhua pias soob,Rubella
quav,bowel
Quav,Feces
quav hniav,plaque
quav hniav ntawm tawv nqaij,freckle
quav ntsej,ear wax
quav ntsej,wax (ear)
Quav yeeb tshuaj,Substance abuse
rab ciaj qhov ncauj os,speculum
rab ciaj tais kho mob,tweezers
rab ciaj tais kho qhov mob,forceps
rab koob,needle
rab teev phaus luj kev hnyav,pound
Radionuclides tshwm sim yam thas mab xaj yeej nkag tau rau hauv cov dej hauv av thiab saum npoo dej hauv lub xeev Minnesota,Radionuclides from naturally occurring sources can get into groundwater and surface waters in Minnesota
"Radionuclides yog ib yam nyob nrog thas mab xaj ib puag ncig ntawm peb, thiab yeej muaj cov fai fab radiation tsawg heev nyob saum tej huab cua, hauv dej, thiab nyob ntawm cov av ib puag ncig ntawm peb","Radionuclides are a natural part of our environment, and small amounts of radiation are common in the air, water, and soil around us"
"Radionuclides, xws li pa nkev radium, polonium, radon, thiab uranium, tshwm sim yam thas mab xaj hauv lub xeev Minnesota thiab yeej nrhiav tau tsawg tsawg nyob rau hauv Minnesota cov dej hauv av","Radionuclides, such as radium, polonium, radon, and uranium, occur naturally in Minnesota and can be found in small amounts in Minnesota's groundwater"
"Rau cov hom phiaj kev siv ntawm theem no, �cov tsos mob� muaj","For purposes of this subdivision, ""medical symptoms"" include:"
"Rau cov hom phiaj ntawm daim ntawv yuam no, �cov tsos mob� muaj qhov lus thov ntawm ib tug neeg mob uas mmej pem, tsev neeg tus neeg ntawm ib tug neeg mob uas tsis meej pem, los sis tus tswj tuav tsa los raws cai lij choj, neeg saib xyuas, los sis neeg sawv cev rau cov chaw kho mob raws li sau qhia nyob rau tshooj 145C.01, tias lub tsev tu muaj ib qho kev ceev txheem liub cev rau siv kom pab tau tus neeg mob kev nyab xeeb","For purposes of this order, ""medical symptoms"" include the request by a competent resident, family member of a resident who is not competent, or legally appointed conservator, guardian, or health care agent as defined under section 145C.01, that the facility provide a physical restraint in order to enhance the physical safety of the resident"
"Rau cov hom phiaj ntawm nqe lus no, �neeg mob� yog ib tug tib neeg uas tau raug txais nkag rau ib lub chaw tu muaj ntaub ntawv yog ib lub chaw nyob tu muaj kev saib xyuas raws li Minnesota Cov Cai, feem 4665.0100 mus rau 4665.9900","For the purposes of this statement, �resident� means a person who is admitted to a facility licensed as a supervised living facility under Minnesota Rules, parts 4665.0100 to 4665.9900"
"Rau cov hom phiaj ntawm nqe lus no, �ua raws li ua tau� muaj:","For purposes of this paragraph, �reasonable efforts� include:"
"Rau cov khes mis es tsim tus kab mob khees xaws, xws li khes mis arsenic, lub tuam tsev EPA teeb cov hom phiaj txog kev phom sij rau kev muaj mob kom cov dej muaj ntau li 0 �g/L hauv cov dej haus","For chemicals that can cause cancer, like arsenic, the EPA sets health risk goals of 0 ?g/L in drinking water"
RAU COV NEEG MOB NYOB RAU MEDICARE/MEDICARE COV TSEV TXAWJ TU NEEG LAUS LOS SIS TSEV TU MUAJ NEEG NTSUAM MOB,FOR RESIDENTS IN MEDICARE/MEDICAID CERTIFIED SKILLED NURSING FACILITIES OR NURSING FACILITIES
"Rau cov neeg mob nyob tsev tu neeg laus uas muaj cov kev tsis taus rau lub hlwb thiab kev loj hlob sis cov kev tsis taus cuam tshuam nrog ntawd, chaw xa ntawv thiab email thiab tus naj npawb xov tooj ntawm lub koom haum uas muaj lub luag hauj lwm los tiv thaiv thiab txhawb pab cov neeg muaj kev tsis taus rau kev loj hlob; thiab","For nursing facility residents with intellectual and developmental disabilities or related disabilities, the mailing and email address and telephone number of the agency responsible for the protection and advocacy of individuals with developmental disabilities; and"
"Rau cov neeg mob nyob tsev tu neeg laus uas xiam hlwb los sis cov kev tsis taus cuam tshuam nrog ntawd, qhov chaw xa ntawv thiab email thiab naj npawb xov tooj ntawm lub koom haum uas muaj lub luag hauj lwm lost iv thaiv thiab txhawb pab cov neeg xiam hlewb uas tsim muaj nyob rau txoj Cai Tiv Thaiv thiab Txhawb Pab rau Neeg Xiam Hlwb (Protection and Advocacy for Mentally iIll Individuals Act.)","For nursing facility residents with a mental disorder or related disabilities, the mailing and email address and telephone number of the agency responsible for the protection and advocacy of individuals with a mental disorder established under the Protection and Advocacy for Mentally Ill Individuals Act"
"Rau feem ntau ntawm cov tib neeg, zaub mov thiab dej yog yam es ua rau tib neeg raug tus khes mis arsenic nov loj tshaj plaws","For most people, food and water are the biggest sources of exposure to arsenic"
"Rau ib tug neeg mob uas tau Medicaid tom qab raug txais nkag rau lub tsev tu, lub tsev tu tsuas muaj cai rub nqi rau tus neeg mob rau cov nqi uas Medicaid kam them xwb; los sis","For a resident who becomes eligible for Medicaid after admission to a facility, the facility may charge a resident only allowable charges under Medicaid; or"
"Rau kev siv hauv tsab ntawv no, �tus neeg mob� tseem txhais tias yog ib tug neeg uas tau txais kev pab rau kev nyuaj siab rau tsis pw kho mob los sis hauv ib qho kev pab cuam uas tau kev txhawb nqa los ntawm lub zej zos los sis lwm cov kev pab hauv lub zej zos","For purposes of this statement, �patient� also means any person who is receiving mental health treatment on an out-patient basis or in a community support program or other community-based program"
"Rau kev siv hauv tsab ntawv no, �tus neeg mob� txhais tias yog tus neeg uas tuaj nyob ntev dua 24 teev rau lawv tu, kom lawv soj ntsuam tus mob seb yog mob dab tsi los sis kho nws raws li nws lub cev los sis txoj kev xav ntawm tus neeg ntawd","For the purposes of this statement, �patient� means a person who is admitted to an acute care inpatient facility for a continuous period longer than 24 hours, for the purpose of diagnosis or treatment bearing on the physical or mental health of that person"
"Rau kev siv hauv txheej me 4 txog 9, 12, 13, 15, 16, thiab 18 txog 20, ""tus neeg mob"" tseem txhais tias yog ib tug neeg uas tau kev pab kho mob ntawm ib qho chaw phais uas tsis pw kho mob","For purposes of subdivisions 4 to 9, 12, 13, 15, 16, and 18 to 20, ""patient"" also means a person who receives health care services at an outpatient surgical center"
rau taw,toenail
rau taw hlav chob nqaij es voos tuaj,toenail (ingrown)
rau tes,fingernail
rau tes rau taw,nail (finger or toe)
rau tes rau taw hlav mus ntsia rau cov nqaij,ingrown toenail
Raug,Accurate
Raug cov tshuaj �ricin� no puas kho tau?,Can ricin poisoning be treated?
raug cuam tshuam yooj yim,easily distracted
raug dab,a situation in which a person�s soul is negatively affected by an encounter with a spirit
Raug mob,Injury
Raug mob loj,Trauma
raug mob tom chaw ua hauj lwm,work related injury
raug teeb meem/xwm txheej,accident
Raug tsa,Appointed
raum,kidney
raus tes nrog,Involvement
Raws cai,Lawful
"Raws cov kev kuaj tag thiab tua kab mob tag, MDH kwv yees tias ntau li 90 percent ntawm cov pej xeem hauv lub xeev Minnesota siv cov dej tsoom fwv tso tuaj rau ib zej tsoom haus taus txais cov dej muaj cov txhuas tooj hlau Manganese qis li 100 ?g/L","Based on test results and treatment practices, MDH estimates about 90 percent of Minnesotans using community public drinking water systems receive water with levels of manganese below 100 ?g/L"
raws keeb kwm lossis caj ces,hereditary
Raws li,Pursuing
"Raws li ho ua tau, tus neeg mob yuav tsum muaj cov sij hawm los koom rau tus txheej txheem npaj kev tu","To the extent practicable, the resident must be provided with opportunities to participate in the care planning process"
"Raws li kev tshawb kawm ntawm MDH, cov dej hauv av nyob rau qab teb sab hnub tuaj hauv xeev Minnesota muaj cov txhuas tooj hlau Manganese qis dua (qis tshaj 50 ?g/L)","Based on an MDH study, groundwater in southeastern Minnesota tends to have low levels of manganese (below 50 ?g/L)"
RAWS LI KHO SIV RAU SLFS LOS NTAWM MINNESOTA COV CAI 144.651 COV CAI KHO MOB,(as adapted for SLFs from Minnesota Statutes 144.651 Health Care Bill of Rights)
"Raws li ua tau, tus neeg mob tus neeg saib xyuas raws txoj cai los sis tus neeg tswj tuav yuav tsum tau hwm kev pom zoo ntawm tus neeg mob seb puas yuav qhia tias tus neeg mob nyob rau lub chaw tu","To the extent possible, the legal guardian or conservator of a resident shall consider the opinions of the resident regarding the disclosure of the resident�s presence in the facility"
"Raws li ua tau, tus neeg saib xyuas raws cai lij choj los sis tus neeg ceev tuav ntawm tus neeg mob yuav tau xub xyuas txog tus neeg mob tswv yim kev xav hais txog kev qhia tawm tias nws nyob rau lub tsev tu","To the extent possible, the legal guardian or conservator of a resident shall consider the opinions of the resident regarding the disclosure of the resident's presence in the facility"
raws plab,diarrhea
raws plab liab,dysentery
Raws qab,Pursue
Raws/zawv/thoj plab,Diarrhea
Rhais ntawv ceeb toom tias muaj ntaub ntawv sau qhia li hais nyob rau cov suam chaw ntawm lub tsev tu uas pom tau zoo thiab qhib lug rau pej xeem,Post notice of the availability of such reports in areas of the facility that are prominent and accessible to the public
"Rhais rau phab ntsa kom pom tej uas tshawb pom tau li cas ntawm kev soj ntsuam lub tsev tu dhau kiag los, rau cov neeg mob, thiab tsev neeg cov neeg thiab neeg mob cov neeg sawv cev raws cai lij choj","Post in a place readily accessible to residents, and family members and legal representatives of residents, the results of the most recent survey of the facility"
rho tawm,withdraw
rho/tshem tawm (nyiaj),Garnished
Ri,Spread
Ricin muaj peev xwm txo tau tib neeg txoj sia tiam sis txhua tus raug ricin kuj yuav tsis tuag yooj yim,"Ricin poisoning can cause death, but it isn�t always fatal"
Ricin yog dab tsi?,What is ricin?
Ricin yog ib hom tshuaj txov tau neeg txoj sia,Ricin is a kind of poison
Rifampin ua tau rau tej yam tshuaj tiv thaiv kom txhob muaj me nyuam tsis tshua ua haujlwm zoo,Rifampin can make hormonal birth control not work well
Rifampin yog ib yam tshuaj yeej siv siv los mus pab kho LTBI Nws tua cov kab mob TB uas taug zog lawm ua ntej lawv ua rau koj muaj mob,Rifampin is a common medicine used to treat LTBI. It kills the sleeping TB germs before they make you sick
Ris tsho rau tus kheej,Personal clothing
rog,fatigue
rog dhau,obese
rog dhau,overweight
roj,fats
roj,oil
"Roj (xws li roj zaub, roj olive, lossis roj mineral)","Oil (e.g. vegetable, olive, or mineral)"
roj ntsha poj niam,estrogen
roj ntsha poj niam,progesterone
roob hlaub,shin
Rooj plaub sib hais haum,Legal Settlement
Rooj tshav puam,Roadside Stands
"Rov hais dua, vim tias tus kab mob botulism no yog ib yam tshuaj phiv xwb","Again, botulism is a type of poison"
rov huam,relapse
Rov kis mob dua,Reinfection
rov mob dua,relapse
Rov muab tsa dua,Reinstated
Rov qab mus rau kev soj taug qab taug lwg thiab kev nruab lub cuab yeej pab kom hnov lus (yog tias xaiv cia),Return for monitoring and hearing device fitting (if chosen)
Rov qab them,Repayment
Rov saib rau cov khoom muaj siv tov rau cov tshuaj noj thiab tej yam tshuaj rau tib neeg siv (tshwj xeeb yog cov tshuaj tib neeg siv kho mob) thiab cov tshuaj noj,Review the ingredient list of health remedies (especially folk remedies) and medications
Rov ua pa tob-tob dua thiab hnoos heev-heev kom txog thaum hnoos qeev tawm los rau hauv koj lub qhov ncauj,Take another deep breath and cough hard until some sputum comes up into your mouth
Rwj,Lesion
Sab heev lossis tsis muaj zog,Tiredness or weakness
Sab laj nrog koj tus kws kho mob lossis cov clinic kho mob ntoj ncig yog tias koj myauj hom phiaj yuav mus rau qhov uas muaj tus kab mob no.,Talk with your doctor or a travel medicine clinic if you are planning a trip to areas where outbreaks are occurring.
Sab Pob Ntseg Laug,Left Ear
Sab Pob Ntseg Xis,Right Ear
